id;date;device;canal;sentiment;type_photo;type_sinistre;anciennete_client;garantie;csat;gravite;region;source;commentaire;commentaire_clean;topic;topic_label;keywords
74;2024-06-19;Android;App;neg;parcours;vol;3-10 ans;pro;2;moyenne;Pays de la Loire;App;Franchement, les infos demandées se répètent pour une simple déclaration, alors rien n'avance, merci de corriger vite.;franchement info demander répèter simple déclaration rien avance corriger vite;16;Thème 16 (à analyser);simple, déclaration, comprendre, confus, parcours, répèter, demander, info, vite, corriger
75;2024-10-05;Android;App;neu;photo;incendie;0-1 an;tous_risques;3;faible;Pays de la Loire;Web;Ça pourrait être mieux je ne peux pas joindre les images même en 4G honnêtement ça passe mais c'est limite le support via web a.;mieux joindre image gramme honnêtement passer limite support web;79;Thème 79 (à analyser);web, aider, support, attente, photo, limite, passer, ajout, agence, gramme
76;2024-09-22;Android;App;neg;lenteur;catastrophe_naturelle;1-3 ans;tiers;1;faible;Grand Est;App;Franchement le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout franchement je perds un temps fou c'est pas.;franchement dossier mettre trop afficher joindre pièce perdre franchement perdre temps fou;50;Thème 50 (à analyser);afficher, dossier, mettre, pièce, trop, joindre, avancer, envoyer, réessayer, rien
77;2024-11-10;Web;App;pos;complexité;collision;3-10 ans;tous_risques;4;forte;Île-de-France;Web;Merci, on me demande des infos impossibles pour un sinistre simple au début, puis tout s'est débloqué rapidement.;demande info impossible sinistre simple début débloquer rapidement;15;Thème 15 (à analyser);impossible, demande, info, impact, petit, envoyer, avancer, sérieux, simple, terrible
78;2024-08-18;Web;App;neu;parcours;bris_de_glace;1-3 ans;tous_risques;3;faible;Île-de-France;Téléphone;C'est mitigé, les infos demandées se répètent entre les onglets, franchement ça passe mais c'est limite, j'attends une amélioration.;mitiger info demander répèter onglet franchement passer limite attendre amélioration;-1;Commentaires généraux / hors sujet;
79;2024-12-21;Web;App;neg;authentification;collision;10+ ans;tous_risques;1;moyenne;Bourgogne-Franche-Comté;Agence;Très mécontent, ça bloque sur l'authentification depuis plusieurs tentatives et je perds tout, mais je perds un temps fou, je vais réessayer plus tard.;mécontent bloquer authentification tentative perdre perdre temps fou réessayer tard;29;Thème 29 (à analyser);authentification, identifiant, tentative, réinitialisation, bloquer, bon, manque, simplicité, reprendre, fou
80;2024-11-22;Android;App;neg;complexité;vol;1-3 ans;tous_risques;2;moyenne;Nouvelle-Aquitaine;Téléphone;Je suis déçu, c'est trop technique pour un petit impact malgré plusieurs essais, mais je perds un temps fou, merci quand même.;décevoir trop technique petit impact essai perdre temps fou;-1;Commentaires généraux / hors sujet;
81;2024-02-07;Android;App;neg;lenteur;collision;0-1 an;jeune_conducteur;1;moyenne;Île-de-France;Web;C'est inadmissible, le chargement est interminable depuis ce matin, donc rien n'avance, c'est pas sérieux.;inadmissible chargement interminable matin rien avance sérieux;30;Thème 30 (à analyser);matin, mouliner, interminable, chargement, fin, fou, temps, sérieux, inadmissible, perdre
82;2024-09-22;Web;Web;neg;parcours;bris_de_glace;0-1 an;tiers;1;faible;Île-de-France;Email;Très mécontent, le parcours est confus entre devis et sinistre, bref rien n'avance, ça devient pénible.;mécontent parcours confus devis sinistre bref rien avance devenir pénible;85;Thème 85 (à analyser);devis, sinistre, confus, parcours, comprendre, avance, rien, étape, tard, inadmissible
83;2024-11-29;Android;Web;neu;photo;incendie;3-10 ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;Téléphone;C'est mitigé, je ne peux pas joindre les images pendant la déclaration, honnêtement j'ai dû m'y reprendre, le support via téléphone a aidé.;mitiger joindre image déclaration honnêtement devoir reprendre support téléphone aider;78;Thème 78 (à analyser);téléphone, aider, support, image, reprendre, photo, joindre, devoir, globalement, limite
84;2024-06-23;iOS;App;neu;bug;incendie;10+ ans;tiers;3;faible;Hauts-de-France;App;Ça pourrait être mieux un message d'erreur apparaît dès que je passe à l'étape suivante alors j'ai réussi au final le support via app a.;mieux message erreur apparaître passer étape réussir final support app;1;Besoin d’aide / support insuffisant;app, aider, support, réussir, mitiger, limite, globalement, passer, reprendre, final
85;2024-11-11;Android;Email;pos;bug;catastrophe_naturelle;3-10 ans;tiers;4;faible;Hauts-de-France;Web;Merci, ça me déconnecte tout seul après la mise à jour mais la résolution a été rapide, et tout est bien expliqué, continuez comme ça.;déconnecter mise jour résolution être rapide bien expliquer continuer;170;Thème 170 (à analyser);être, résolution, rapide, continuer, satisfait, déconnecter, identifiant, réponse, expérience, expliquer
86;2024-09-10;iOS;Web;neu;photo;collision;0-1 an;tiers;3;faible;Nouvelle-Aquitaine;Web;Globalement ça va, la caméra ne s'ouvre pas au moment de valider, et ça passe mais c'est limite, ça manque de simplicité.;globalement caméra ouvrir moment valider passer limite manque simplicité;66;Thème 66 (à analyser);caméra, ouvrir, manque, simplicité, limite, terrible, passer, gramme, formulaire, réussir
87;2024-10-08;Android;Email;neu;photo;catastrophe_naturelle;1-3 ans;tous_risques;3;faible;Bourgogne-Franche-Comté;Téléphone;C'est mitigé, l'ajout des photos bloque après trois essais, franchement j'ai réussi au final, le support via téléphone a aidé.;mitiger ajout photo bloquer essai franchement réussir final support téléphone aider;78;Thème 78 (à analyser);téléphone, aider, support, image, reprendre, photo, joindre, devoir, globalement, limite
88;2024-08-21;Android;Téléphone;neg;complexité;collision;1-3 ans;tous_risques;2;moyenne;Occitanie;Web;Ras-le-bol, on me demande des infos impossibles avant de valider, alors je perds un temps fou, c'est pas sérieux.;ras-le-bol demande info impossible valider perdre temps fou sérieux;15;Thème 15 (à analyser);impossible, demande, info, impact, petit, envoyer, avancer, sérieux, simple, terrible
89;2024-12-18;iOS;Web;neg;parcours;catastrophe_naturelle;3-10 ans;tiers;1;moyenne;Île-de-France;Web;Franchement, je n'arrive pas à trouver où suivre mon sinistre quand il faut choisir le garage, donc ça bloque encore, ça devient pénible.;franchement arriver trouver sinistre falloir choisir garage bloquer devenir pénible;49;Thème 49 (à analyser);trouver, falloir, choisir, garage, arriver, sinistre, manqu, décevoir, réussir, bref
90;2024-07-30;iOS;App;neu;complexité;incendie;3-10 ans;tiers;3;faible;Auvergne-Rhône-Alpes;App;Pas terrible mais bon, je dois refaire plusieurs fois alors que j'ai déjà envoyé, franchement j'ai réussi au final, j'attends une amélioration.;terrible bon devoir refaire fois envoyer franchement réussir final attendre amélioration;-1;Commentaires généraux / hors sujet;
91;2024-12-14;iOS;Web;neu;photo;collision;3-10 ans;tiers;3;forte;Auvergne-Rhône-Alpes;App;Pas terrible mais bon, l'ajout des photos bloque même en 4G, honnêtement ça passe mais c'est limite, j'attends une amélioration.;terrible bon ajout photo bloquer gramme honnêtement passer limite attendre amélioration;-1;Commentaires généraux / hors sujet;
92;2024-05-27;Android;Web;neg;complexité;vol;10+ ans;jeune_conducteur;2;faible;Bourgogne-Franche-Comté;App;Ras-le-bol, on me demande des infos impossibles avant de valider, alors rien n'avance, je vais réessayer plus tard.;ras-le-bol demande info impossible valider rien avance réessayer tard;15;Thème 15 (à analyser);impossible, demande, info, impact, petit, envoyer, avancer, sérieux, simple, terrible
93;2024-11-11;iOS;App;neg;authentification;collision;1-3 ans;tiers;2;moyenne;Île-de-France;Téléphone;Ras-le-bol, le code SMS n'arrive pas après changement de téléphone et je perds tout, donc je perds un temps fou, merci quand même.;ras-le-bol code arriver changement téléphone perdre perdre temps fou;25;Thème 25 (à analyser);changement, téléphone, expir, connexion, lien, connecter, face, reconnaissance, arriver, code
94;2024-05-26;iOS;Téléphone;neg;parcours;bris_de_glace;3-10 ans;pro;1;faible;Bretagne;Email;Franchement je ne comprends pas les étapes quand il faut choisir le garage et je perds tout honnêtement je perds un temps fou merci de.;franchement comprendre étape falloir choisir garage perdre honnêtement perdre temps fou;8;Choix du garage / compréhension du parcours;falloir, choisir, garage, comprendre, parcours, confus, étape, inadmissible, manqu, manque
95;2024-06-20;Android;Email;neg;lenteur;catastrophe_naturelle;10+ ans;tous_risques;1;moyenne;Nouvelle-Aquitaine;Téléphone;Je suis déçu, ça mouline sans fin au moment d'envoyer et je perds tout, donc je perds un temps fou, je vais réessayer plus tard.;décevoir mouliner fin moment envoyer perdre perdre temps fou réessayer tard;17;Thème 17 (à analyser);déconnecter, fois, refaire, mise, jour, mouliner, fou, temps, dernier, perdre
96;2024-11-23;Web;Web;neg;photo;bris_de_glace;1-3 ans;tiers;2;forte;Île-de-France;App;C'est inadmissible, je ne peux pas joindre les images pendant la déclaration et je perds tout, bref ça bloque encore, merci de corriger vite.;inadmissible joindre image déclaration perdre bref bloquer corriger vite;23;Thème 23 (à analyser);image, joindre, bloquer, sérieux, pénible, devenir, formulaire, gramme, inadmissible, fin
97;2024-12-07;Android;App;neg;parcours;incendie;3-10 ans;tiers;1;moyenne;Bourgogne-Franche-Comté;App;Ras-le-bol, le parcours est confus entre devis et sinistre, donc je perds un temps fou, c'est pas sérieux.;ras-le-bol parcours confus devis sinistre perdre temps fou sérieux;119;Thème 119 (à analyser);récapitulatif, confus, parcours, devis, comprendre, fou, temps, sinistre, pénible, devenir
98;2024-10-02;Web;Web;neu;parcours;bris_de_glace;3-10 ans;tous_risques;3;faible;Nouvelle-Aquitaine;Email;Globalement ça va, je ne comprends pas les étapes pour une simple déclaration, du coup j'ai réussi au final, j'attends une amélioration.;globalement comprendre étape simple déclaration coup réussir final attendre amélioration;-1;Commentaires généraux / hors sujet;
99;2024-10-25;iOS;Téléphone;neg;photo;collision;1-3 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;App;Très mécontent, l'envoi des clichés échoue à la fin du formulaire, du coup rien n'avance, bonne journée.;mécontent envoi cliché échouer fin formulaire coup rien avance bon journée;154;Thème 154 (à analyser);cliché, envoi, journée, échouer, avance, bon, passe, mot, refuser, rien
100;2024-02-05;Web;App;neg;photo;collision;3-10 ans;tous_risques;2;faible;Normandie;Web;Très mécontent, je ne peux pas joindre les images au moment de valider, mais ça bloque encore, c'est pas sérieux.;mécontent joindre image moment valider bloquer sérieux;23;Thème 23 (à analyser);image, joindre, bloquer, sérieux, pénible, devenir, formulaire, gramme, inadmissible, fin
101;2024-03-06;iOS;App;neg;photo;collision;3-10 ans;tous_risques;2;moyenne;Auvergne-Rhône-Alpes;App;Je suis déçu, l'envoi des clichés échoue sur l'étape des justificatifs et je perds tout, mais je perds un temps fou, merci de corriger vite.;décevoir envoi cliché échouer étape justificatif perdre perdre temps fou corriger vite;24;Thème 24 (à analyser);cliché, envoi, échouer, fou, temps, justificatif, perdre, tard, corriger, réessayer
102;2024-08-16;iOS;Web;neg;bug;collision;1-3 ans;tiers;1;faible;Centre-Val de Loire;App;Très mécontent, ça boucle sur la même page sur mon téléphone et je perds tout, bref ça bloque encore, c'est pas sérieux.;mécontent boucle page téléphone perdre bref bloquer sérieux;151;Thème 151 (à analyser);boucle, page, téléphone, tard, réessayer, sérieux, inadmissible, bloquer, décevoir, pénible
103;2024-09-23;Android;App;neg;complexité;incendie;10+ ans;tous_risques;2;moyenne;Île-de-France;App;Très mécontent, je dois refaire plusieurs fois avant de valider malgré plusieurs essais, franchement ça bloque encore, bonne journée.;mécontent devoir refaire fois valider essai franchement bloquer bon journée;153;Thème 153 (à analyser);journée, cliché, envoi, échouer, bon, mot, passe, refuser, identifiant, bloquer
104;2024-10-02;Android;Web;neg;parcours;vol;10+ ans;tous_risques;2;moyenne;Île-de-France;App;Ras-le-bol, le parcours est confus sur la partie indemnisation malgré plusieurs essais, mais rien n'avance, j'ai fini par appeler.;ras-le-bol parcours confus partie indemnisation essai rien avancer finir appeler;64;Thème 64 (à analyser);indemnisation, partie, confus, parcours, comprendre, vite, corriger, bloquer, inadmissible, mécontent
105;2024-01-21;Web;App;neu;parcours;bris_de_glace;3-10 ans;jeune_conducteur;3;faible;Bourgogne-Franche-Comté;App;Ça pourrait être mieux, le parcours est confus sur le récapitulatif, mais j'ai réussi au final, ça manque de simplicité.;mieux parcours confus récapitulatif réussir final manque simplicité;94;Thème 94 (à analyser);confus, parcours, manque, simplicité, récapitulatif, devis, sinistre, mitiger, réussir, reprendre
106;2024-10-09;Android;App;neg;parcours;collision;1-3 ans;jeune_conducteur;2;faible;Centre-Val de Loire;Web;C'est inadmissible, on tourne en rond dans les écrans entre devis et sinistre malgré plusieurs essais, bref rien n'avance, j'ai fini par appeler.;inadmissible tourne rond écran devis sinistre essai bref rien avance finir appeler;115;Thème 115 (à analyser);devis, écran, rond, tourne, sinistre, espérer, aller, mieux, avance, rien
107;2024-10-26;iOS;App;neg;photo;collision;10+ ans;tous_risques;2;faible;Bretagne;Agence;Ras-le-bol, le scan des documents tourne en rond même en 4G, honnêtement ça bloque encore, c'est pas sérieux.;ras-le-bol scan document tourne rond gramme honnêtement bloquer sérieux;-1;Commentaires généraux / hors sujet;
